0.076404733,-2.01005
0.076404833,-2.01005
0.076404933,-2.01005
0.076405033,-2.01005
0.076405133,-2.01005
0.076405233,-2.01005
0.076405333,-2.01005
0.076405433,-2.01005
0.076405533,0
0.076405633,-2.01005
0.076405733,-2.01005
0.076405833,-2.01005
0.076405933,0
0.076406033,0
0.076406133,-2.01005
0.076406233,-2.01005
0.076406333,-2.01005
0.076406433,-2.01005
0.076406533,-2.01005
0.076406633,-2.01005
0.076406733,-2.01005
0.076406833,-2.01005
0.076406933,-2.01005
0.076407033,0
0.076407133,-2.01005
0.076407233,-2.01005
0.076407333,-2.01005
0.076407433,-2.01005
0.076407533,0
0.076407633,-2.01005
0.076407733,-2.01005
0.076407833,-2.01005
0.076407933,-2.01005
0.076408033,-2.01005
0.076408133,0
0.076408233,-2.01005
0.076408333,0
0.076408433,-2.01005
0.076408533,-2.01005
0.076408633,-2.01005
0.076408733,-2.01005
0.076408833,-2.01005
0.076408933,-2.01005
0.076409033,-2.01005
0.076409133,-2.01005
0.076409233,-2.01005
0.076409333,-2.01005
0.076409433,-2.01005
0.076409533,-2.01005
0.076409633,-2.01005
0.076409733,-2.01005
0.076409833,-2.01005
0.076409933,0
0.076410033,-2.01005
0.076410133,-2.01005
0.076410233,-2.01005
0.076410333,-2.01005
0.076410433,-2.01005
0.076410533,-2.01005
0.076410633,-2.01005
0.076410733,0
0.076410833,-2.01005
0.076410933,-2.01005
0.076411033,-2.01005
0.076411133,0
0.076411233,-2.01005
0.076411333,-2.01005
0.076411433,-2.01005
0.076411533,-2.01005
0.076411633,-2.01005
0.076411733,0
0.076411833,-2.01005
0.076411933,-2.01005
0.076412033,-2.01005
0.076412133,-2.01005
0.076412233,-2.01005
0.076412333,0
0.076412433,-2.01005
0.076412533,-2.01005
0.076412633,-2.01005
0.076412733,-2.01005
0.076412833,-2.01005
0.076412933,-2.01005
0.076413033,-2.01005
0.076413133,-2.01005
0.076413233,-2.01005
0.076413333,-2.01005
0.076413433,-2.01005
0.076413533,-2.01005
0.076413633,0
0.076413733,-2.01005
0.076413833,-2.01005
0.076413933,-2.01005
0.076414033,-2.01005
0.076414133,-2.01005
0.076414233,-2.01005
0.076414333,-2.01005
0.076414433,-2.01005
0.076414533,-2.01005
0.076414633,-2.01005
0.076414733,-2.01005
0.076414833,-2.01005
0.076414933,-2.01005
0.076415033,-2.01005
0.076415133,-2.01005
0.076415233,-2.01005
0.076415333,-2.01005
0.076415433,0
0.076415533,-2.01005
0.076415633,-2.01005
0.076415733,-2.01005
0.076415833,-2.01005
0.076415933,0
0.076416033,-2.01005
0.076416133,-2.01005
0.076416233,-2.01005
0.076416333,-2.01005
0.076416433,-2.01005
0.076416533,-2.01005
0.076416633,-2.01005
0.076416733,-2.01005
0.076416833,-2.01005
0.076416933,-2.01005
0.076417033,-2.01005
0.076417133,-2.01005
0.076417233,-2.01005
0.076417333,-2.01005
0.076417433,0
0.076417533,-2.01005
0.076417633,-2.01005
0.076417733,-2.01005
0.076417833,-2.01005
0.076417933,-2.01005
0.076418033,-2.01005
0.076418133,-2.01005
0.076418233,-2.01005
0.076418333,0
0.076418433,-2.01005
0.076418533,-2.01005
0.076418633,-2.01005
0.076418733,-2.01005
0.076418833,-2.01005
0.076418933,-2.01005
0.076419033,-2.01005
0.076419133,-2.01005
0.076419233,0
0.076419333,0
0.076419433,-2.01005
0.076419533,-2.01005
0.076419633,-2.01005
0.076419733,-2.01005
0.076419833,0
0.076419933,-2.01005
0.076420033,-2.01005
0.076420133,-2.01005
0.076420233,-2.01005
0.076420333,-2.01005
0.076420433,-2.01005
0.076420533,-2.01005
0.076420633,-2.01005
0.076420733,-2.01005
0.076420833,-2.01005
0.076420933,-2.01005
0.076421033,-2.01005
0.076421133,-2.01005
0.076421233,-2.01005
0.076421333,-2.01005
0.076421433,-2.01005
0.076421533,-2.01005
0.076421633,-2.01005
0.076421733,-2.01005
0.076421833,-2.01005
0.076421933,-2.01005
0.076422033,-2.01005
0.076422133,-2.01005
0.076422233,0
0.076422333,-2.01005
0.076422433,-2.01005
0.076422533,-2.01005
0.076422633,-2.01005
0.076422733,-2.01005
0.076422833,0
0.076422933,-2.01005
0.076423033,-2.01005
0.076423133,-2.01005
0.076423233,0
0.076423333,-2.01005
0.076423433,-2.01005
0.076423533,0
0.076423633,-2.01005
0.076423733,-2.01005
0.076423833,-2.01005
0.076423933,-2.01005
0.076424033,-2.01005
0.076424133,-2.01005
0.076424233,0
0.076424333,-2.01005
0.076424433,-2.01005
0.076424533,-2.01005
0.076424633,-2.01005
0.076424733,-2.01005
0.076424833,-2.01005
0.076424933,-2.01005
0.076425033,-2.01005
0.076425133,-2.01005
0.076425233,-2.01005
0.076425333,-2.01005
0.076425433,-2.01005
0.076425533,-2.01005
0.076425633,-2.01005
0.076425733,0
0.076425833,-2.01005
0.076425933,-2.01005
0.076426033,-2.01005
0.076426133,-2.01005
0.076426233,-2.01005
0.076426333,-2.01005
0.076426433,-2.01005
0.076426533,-2.01005
0.076426633,-2.01005
0.076426733,0
0.076426833,-2.01005
0.076426933,-2.01005
0.076427033,-2.01005
0.076427133,-2.01005
0.076427233,0
0.076427333,-2.01005
0.076427433,0
0.076427533,-2.01005
0.076427633,-2.01005
0.076427733,0
0.076427833,-2.01005
0.076427933,-2.01005
0.076428033,-2.01005
0.076428133,-2.01005
